id,genres,production_companies,title,crew
8938,"Romance, Drama","ARTE France Cinéma, Wild Bunch, Bitters End, WoWow, Backup Films, Comme des Cinémas, Kansai Telecasting Corporation, WDR/Arte, Hakuhodo DY Media Partners, Coin Film, Video Audio Project (VAP), Sponge Films",Tokyo!,"Michel Gondry, Bong Joon-ho, Leos Carax"
16061,"Adventure, Horror, Action, Science Fiction","Nikkatsu, Fever Dreams",Tokyo Gore Police,Yoshihiro Nishimura
16166,Horror,Bronson Club,Sauna,Antti-Jussi Annila
13672,"Drama, Action, Comedy, Crime","Gaumont, Samsa Film, Canal+, CinéCinéma, Radio Télévision Belge Francophone (RTBF), Artémis Productions, Bankable, La Sofica Cofinova 4, Film Fund Luxembourg, Cofinova 4",JCVD,Mabrouk El Mechri
42884,"TV Movie, Family, Fantasy, Music, Romance","Walt Disney Television, Citadel Entertainment, Storyline Entertainment, BrownHouse Productions",Cinderella,Robert Iscove
14943,Action,"Happinet Pictures, Toho Company, Akita Publishing",Crows Zero,Takashi Miike
4627,"Action, Fantasy, Horror","Krabat Filmproduktion, Seven Pictures Film",Krabat and the Legend of the Satanic Mill,Marco Kreuzpaintner
21501,"Drama, Family",Snapper Films Oy,Christmas Story,Juha Wuolijoki
13655,"Comedy, Drama, Family, Music, TV Movie","Disney Channel, Alan Sacks Productions",Camp Rock,Matthew Diamond
13905,"Action, Comedy, Romance, Science Fiction, Thriller","Jim Henson Productions, Jim Henson Company, The",Farscape: The Peacekeeper Wars,Brian Henson
11917,"Horror, Thriller, Crime","Lionsgate, Twisted Pictures",Saw V,David Hackl
8892,"Drama, Comedy","France 2 Cinéma, Bac Films, Centre National de la Cinématographie, Why Not Productions, Wild Bunch, Canal+, CinéCinéma, C.R.R.A.V. Nord Pas de Calais, Région Nord-Pas-de-Calais, Sofica UGC 1",A Christmas Tale,Arnaud Desplechin
12525,"Comedy, Horror, Science Fiction, Thriller","New Line Cinema, OH Films",Critters 4,Rupert Harvey
13523,"Comedy, Adventure, Romance","Summit Entertainment, Alloy Entertainment, Goldcrest Pictures",Sex Drive,Sean Anders
14655,"Comedy, Music",Dimension Films,Soul Men,Malcolm D. Lee
15749,"Action, Adventure, Drama, Horror, Thriller","Grosvenor Park Media Ltd., Insight Film Studios, Redwood Palms Pictures, Victoria Filmproduktion, Proud Mary Entertainment, Aloe Entertainment, Canadian Film or Video Production Tax Credit (CPTC), Province of British Columbia Film Incentive BC, Angry Films",While She Was Out,Susan Montford
22358,Drama,Pavel Lungin Studios,The Island,Pavel Lungin
14405,"Adventure, Comedy, Family",Walt Disney Pictures,Beverly Hills Chihuahua,Raja Gosnell
29452,"Drama, Science Fiction","Toho Film (Eiga) Co. Ltd., Teshigahara Productions",The Face of Another,Hiroshi Teshigahara
8905,"Drama, Thriller","Pyramide Productions, BIM Distribuzione, Centre National de la Cinématographie (CNC), Ministry of Culture and Tourism, Zeynofilm, NBC Film, Conseil de l'Europe, Imaj Sound Post Production, Imaj",Three Monkeys,Nuri Bilge Ceylan
43372,"Comedy, Drama",,Bellissima,Luchino Visconti
8841,Drama,"Haut et Court, France 2 Cinéma",The Class,Laurent Cantet
13220,"Horror, Thriller",Indion Entertainment Group,Splinter,Toby Wilkins
6972,Drama,"Bazmark Films, Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment III, ScreenWest",Australia,Baz Luhrmann
13053,"Animation, Family, Adventure, Comedy",Walt Disney Animation Studios,Bolt,"Chris Williams, Byron Howard"
10139,"History, Drama",Focus Features,Milk,Gus Van Sant
29320,"Horror, Science Fiction",Metro-Goldwyn-Mayer (MGM),The Devil-Doll,Tod Browning
8966,"Adventure, Fantasy, Drama, Romance","Summit Entertainment, Maverick Films, Imprint Entertainment, Goldcrest Pictures, Temple Hill Entertainment, Twilight Productions",Twilight,Catherine Hardwicke
16342,"Horror, Mystery, Thriller","BBC Films, Vertigo Entertainment, Screen West Midlands, Aramid Entertainment Fund, Barnsnape Films",The Children,Tom Shankland
13387,"Action, Adventure, Thriller, Crime","Europa Corp, TF1 Films Production, Grive Productions, EuropaCorp",Transporter 3,Olivier Megaton
12193,"Comedy, Romance, Drama","New Line Cinema, Spyglass Entertainment, Type A Films, Ott Medien, Wild West Picture Show Productions",Four Christmases,Seth Gordon
14574,"War, Drama","Miramax Films, BBC Films, Heyday Films",The Boy in the Striped Pyjamas,Mark Herman
10900,"Horror, Thriller, Mystery","Blue Rider Pictures, Lago Films, See Film",Surveillance,Jennifer Chambers Lynch
14438,Drama,"Carmel Entertainment, Provident Films, Samuel Goldwyn Films, Affirm Films, Sherwood Pictures",Fireproof,Alex Kendrick
14248,"Animation, Comedy, Family, Fantasy","Exodus Film Group, Exodus Productions",Igor,Anthony Leondis
20919,Horror,"Renegade Worldwide, Soho Square Films",The Devil's Chair,Adam Mason
10360,"Drama, History",Blast! Films,Hunger,Steve McQueen
14299,"Drama, History, Music",Parkwood Entertainment,Cadillac Records,Darnell Martin
13056,"Action, Crime","Lionsgate, MHF Zweite Academy Film, Marvel Knights, Valhalla Motion Pictures, SGF Entertainment, Muse Entertainment",Punisher: War Zone,Lexi Alexander
15026,"Action, Fantasy, Science Fiction",,The Guyver,"Steve Wang, Screaming Mad George"
13793,Drama,"Left Turn Films, Ugly Duckling Films",Flashbacks of a Fool,Baillie Walsh
35790,"Drama, Romance",R. D. Banshal & Co.,Charulata,Satyajit Ray
13394,"Adventure, Animation, Comedy, Fantasy, Family",DreamWorks Animation,Shrek the Halls,Gary Trousdale
34283,Documentary,,The Pervert's Guide to Cinema,Sophie Fiennes
14447,"Animation, Comedy, Family",Aardman Animations,A Matter of Loaf and Death,Nick Park
10200,"Drama, Science Fiction, Thriller","Twentieth Century Fox Film Corporation, Dune Entertainment III, Earth Canada Productions, Hammerhead Productions, 3 Arts Entertainment",The Day the Earth Stood Still,Scott Derrickson
8881,"Drama, History, War","Wild Bunch, Telecinco, Laura Bickford Productions, Morena Films, Ministerio de Cultura, Guerrilla Films, Section Eight Productions",Che: Part One,Steven Soderbergh
8880,"Drama, History, War","Wild Bunch, Telecinco, Laura Bickford Productions, Morena Films, Ministerio de Cultura, Guerrilla Films, Londra Films P&D, Section Eight Productions",Che: Part Two,Steven Soderbergh
11127,"Adventure, Science Fiction, Action","Bold Films, ApolloMovie Beteiligungs, Film Afrika Worldwide, Sony Pictures Home Entertainment",Starship Troopers 3: Marauder,Edward Neumeier
18117,"Comedy, Drama",,Dean Spanley,Toa Fraser
14359,"Drama, Mystery","Scott Rudin Productions, Goodspeed Productions",Doubt,John Patrick Shanley
19486,"Action, Comedy, Science Fiction","Amuse Soft Entertainment, GAGA, Tokyo Broadcasting System, Dentsu",Cyborg She,Kwak Jae-yong
13223,Drama,"Village Roadshow Pictures, Malpaso Productions, Gerber Pictures, Warner Bros., Double Nickel Entertainment, Matten Productions, WV Films IV",Gran Torino,Clint Eastwood
11499,"Drama, History","Imagine Entertainment, Universal Pictures, Working Title Films",Frost/Nixon,Ron Howard
8055,"Drama, Romance","Studio Babelsberg, Filmförderanstalt (FFA), The Weinstein Company, Filmstiftung Nordrhein-Westfalen, Mirage Enterprises, Filmförderungsanstalt (FFA), Medienboard Berlin-Brandenburg, Deutsche Filmförderfonds (DFFF), Mitteldeutsche Medienförderung (MDM)",The Reader,Stephen Daldry
14072,"Comedy, Drama, Romance",Yash Raj Films,Rab Ne Bana Di Jodi,Aditya Chopra
13980,"Adventure, Action, Animation",Bones Studio,Sword of the Stranger,Masahiro Andô
8276,Drama,UGC Images,I've Loved You So Long,Philippe Claudel
11321,Drama,"Columbia Pictures, Escape Artists, Relativity Media, Overbrook Entertainment",Seven Pounds,Gabriele Muccino
41966,"Horror, Thriller","Lance Entertainment, Malofilm Communications Inc., Image Organization",Pin,Sandor Stern
12163,"Drama, Romance","Saturn Films, Wild Bunch, Protozoa Pictures, Top Rope",The Wrestler,Darren Aronofsky
9050,"Fantasy, Drama, Horror, Action, Comedy, Romance",Film Workshop,A Chinese Ghost Story II,Ching Siu-Tung
4922,"Fantasy, Drama, Thriller, Mystery, Romance","Paramount Pictures, Warner Bros., Kennedy/Marshall Company, The",The Curious Case of Benjamin Button,David Fincher
10201,Comedy,"Village Roadshow Pictures, The Zanuck Company, Heyday films, Warner Bros.",Yes Man,Peyton Reed
2253,"Drama, Thriller, History, War","United Artists, Achte Babelsberg Film, Metro-Goldwyn-Mayer (MGM), Bad Hat Harry Productions",Valkyrie,Bryan Singer
14422,"Comedy, Drama",Accomplice Films,Birds of America,Craig Lucas
38142,"Animation, Drama, Romance",CoMix Wave,5 Centimeters per Second,Makoto Shinkai
6936,Drama,MMG Film & TV Production,Ben X,Nic Balthazar
13954,"Horror, Science Fiction, Thriller","Warner Home Video, Flame Ventures, Raw Feed",Alien Raiders,Ben Rock
10202,"Fantasy, Comedy, Family, Romance","Walt Disney Pictures, Happy Madison Productions, Gunn Films",Bedtime Stories,Adam Shankman
13973,"Comedy, Drama","Fox Searchlight Pictures, Contrafilm, ATO Pictures, Aramid Entertainment Fund, Dune Entertainment III, Choke Film",Choke,Clark Gregg
4148,"Drama, Romance","DreamWorks SKG, Scott Rudin Productions, BBC Films, Neal Street Productions, Evamere Entertainment, Goldcrest Pictures",Revolutionary Road,Sam Mendes
194113,"Comedy, History","Tiger Aspect Productions, Sky TV",Blackadder Back & Forth,Paul Weiland
51247,"Comedy, History",,Blackadder's Christmas Carol,Richard Boden
17845,"Drama, Mystery, Romance, Thriller",woestijnvis,Loft,Erik Van Looy
13827,Comedy,,"Surfer, Dude",S.R. Bindler
15676,"Comedy, Crime, Drama, Thriller",Gimme Five Films,Nobel Son,Randall Miller
15584,"Crime, Documentary",MSNBC Films,Dear Zachary: A Letter to a Son About His Father,Kurt Kuenne
13971,Comedy,"Universal Pictures, Studio Canal, Relativity Media, Working Title Films",Wild Child,Nick Moore
13813,"Action, Drama, History, War","Paramount Vantage, Grosvenor Park Productions, Bedford Falls Company, The, Defiance Productions, Pistachio Pictures",Defiance,Edward Zwick
13180,"Documentary, History, War",Gentle Machine Productions LLC,Zeitgeist: Addendum,Peter Joseph
14306,"Comedy, Family","Sunswept Entertainment, Dune Entertainment III",Marley & Me,David Frankel
31047,"TV Movie, Drama, Thriller, Crime","Brandman Productions, Sony Pictures Television, TWS Productions II",Jesse Stone: Night Passage,Robert Harmon
12429,"Animation, Family","Studio Ghibli, The Yomiuri Shimbun, Hakuhodo DY Media Partners, Mitsubishi, Lawson, Walt Disney Company, Taikei Office, Asahi Soft Drinks Company",Ponyo,Hayao Miyazaki
16205,"Action, Comedy, Horror","Brookstreet Pictures, Sound Venture Productions",Jack Brooks: Monster Slayer,Jon Knautz
17287,"Horror, Comedy","Troma Entertainment, Poultry Productions LLC",Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman
9795,"Adventure, Drama, Fantasy",,Earthsea,Robert Lieberman
25528,"Action, Thriller",Cannon Group,American Ninja 4: The Annihilation,Cedric Sundstrom
8942,Drama,"Glass Eye Pix, Film Science, Oscilloscope Laboratories, Washington Square Films, Field Guide Films",Wendy and Lucy,Kelly Reichardt
13690,"Adventure, Animation, Comedy, Family","Sony Pictures Animation, Reel FX Creative Studios, Sony Pictures Home Entertainment",Open Season 2,"Matthew O'Callaghan, Todd Wilderman"
16409,"Drama, Comedy, Romance","Process Productions, Overture Films",Last Chance Harvey,Joel Hopkins
14756,"Drama, Action, History",Mandarin Films Distribution Co.,Ip Man,Wilson Yip
10596,"Action, Adventure, Science Fiction, Thriller","Artisan Entertainment, 777 Films Corporation, Millennium Films",Replicant,Ringo Lam
13944,"Drama, Mystery, Thriller, Romance","TriStar Pictures, Mandate Pictures, Persistent Entertainment, Senator International, Intuition Films",Passengers,Rodrigo García
10199,"Adventure, Animation, Family",Larger Than Life Productions,The Tale of Despereaux,"Robert Stevenhagen, Sam Fell"
10521,Comedy,"Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Dune Entertainment III, New Regency Pictures, Sunrise Entertainment (II), Biride Productions",Bride Wars,Gary Winick
13635,"Drama, Action, Thriller, Crime","La Petite Reine, Novo RPI, Remstar Productions",Mesrine: Killer Instinct,Jean-François Richet
14435,"Mystery, Horror",Lionsgate,My Bloody Valentine,Patrick Lussier
52886,"Adventure, Drama","United British Artists (UBA), Cannon Screen Entertainment",Castaway,Nicolas Roeg
13177,"Action, Drama","Insight Film Studios, Redwood Palms Pictures, Remstar Productions",Battle in Seattle,Stuart Townsend
14139,"Science Fiction, Thriller","Arsénico Producciones, Zip Films, Fine Productions, Karbo Vantas Entertainment",Timecrimes,Nacho Vigalondo
16999,"Drama, Fantasy, Adventure",Media Pro Pictures,Fire and Ice: The Dragon Chronicles,Pitof
8280,"Comedy, Drama","France 2 Cinéma, Pathé Renn Productions",The Secret of the Grain,Abdellatif Kechiche
12437,"Fantasy, Action, Adventure, Science Fiction, Thriller","Lakeshore Entertainment, Screen Gems, Sketch Films, UW3 Film Productions",Underworld: Rise of the Lycans,Patrick Tatopoulos
2309,"Adventure, Family, Fantasy","New Line Cinema, Internationale Filmproduktion Blackbird Erste",Inkheart,Iain Softley
13942,"Crime, Mystery, Thriller","Intrinsic Value Films, New Films International, WideyeCreative Films",The Alphabet Killer,Rob Schmidt
13825,"Drama, Thriller","Be Good Productions, Scion Films, Mandeville Films, Inferno Distribution",The Lazarus Project,John Glenn
14560,"Action, Adventure, Comedy, Family","Columbia Pictures, Happy Madison Productions, Relativity Media, Hey Eddie",Paul Blart: Mall Cop,Steve Carr
14410,"Drama, Music",Fox Searchlight Pictures,Notorious,"George Tillman, Jr."
13788,"Horror, Thriller, Mystery","Rogue Pictures, Phantom Four, Platinum Dunes, Relativity Media",The Unborn,David S. Goyer
13429,"Horror, Drama, Thriller, Crime","Warp X, Madman Entertainment",Donkey Punch,Olly Blackburn
6733,Comedy,Senator Film Produktion,Where Is Fred?,Anno Saul
14871,"Drama, Romance",The Mayhem Project,Make It Happen,Darren Grant
14353,"Horror, Comedy, Music, Science Fiction","Lions Gate Films, Twisted Pictures",Repo! The Genetic Opera,Darren Lynn Bousman
14254,"Drama, Horror, Thriller","DreamWorks SKG, MacDonald/Parkes Productions, Vertigo Entertainment, Cold Spring Pictures, The Montecito Picture Company, Medien 5 Filmproduktion",The Uninvited,"Charles Guard, Thomas Guard"
17803,"Science Fiction, Thriller","Chanticleer Films, Fox West Pictures, New Line Television",12:01,Jack Sholder
14549,"Thriller, Action, Crime","A-Mark Entertainment, Instinctive Film, FilmTiger",Night Train,Brian King
10529,"Fantasy, Action, Science Fiction","Ascendant Pictures, Rising Star, VIP Medienfonds 4, Virtual Films, Outlander Productions",Outlander,Howard McCain
14582,"Drama, Romance, War, History","Rhombus Media, Damberger Film & Cattle Co, Whizbang Films, Bell Broadcast and New Media Fund",Passchendaele,Paul Gross
1977,"Mystery, Horror, Thriller","Ghost House Pictures, Ozla Pictures, Stage 6 Films",The Grudge 3,Toby Wilkins
13510,"Horror, Thriller","Aramid Entertainment Fund, Rollercoaster Films",Eden Lake,James Watkins
14836,"Animation, Family","Focus Features, Laika Entertainment",Coraline,Henry Selick
15003,"Action, Comedy, Crime","Bam-Ram-Ewe, Sahamongkol Film International",Chocolate,Prachya Pinkaew
24194,"Horror, Science Fiction, Thriller",,TerrorVision,Ted Nicolaou
14851,"Action, Thriller",Picture Farm,The Escapist,Rupert Wyatt
13455,Action,"Icon Productions, Infinity Features Entertainment, Summit Entertainment",Push,Paul McGuigan
4959,"Drama, Thriller, Crime","Studio Babelsberg, Atlas Entertainment, Mosaic Media Group, X-Filme Creative Pool",The International,Tom Tykwer
10362,"Drama, Romance","2929 Productions, Wild Bunch, Tempesta Films",Two Lovers,James Gray
10184,"Comedy, Romance, Drama","New Line Cinema, Flower Films (II), Internationale Filmproduktion Blackswan",He's Just Not That Into You,Ken Kwapis
14849,"Drama, Fantasy, Comedy",Metro-Goldwyn-Mayer (MGM),Dead Like Me: Life After Death,Stephen Herek
15060,"Animation, Comedy","20th Century Fox Television, The Curiosity Company",Futurama: Into the Wild Green Yonder,Peter Avanzino
26900,"Crime, Drama, Thriller","Filma-Cass, ArtCam, Geopoly",The Bandit,Yavuz Turgul
15189,"Comedy, Family","DreamWorks SKG, Nickelodeon Movies",Hotel for Dogs,Thor Freudenthal
13492,"Drama, Horror, Action, Thriller","EuropaCorp, Pacific Films, Chemin Vert, Cartel Productions",Frontier(s),Xavier Gens
4832,Documentary,,The 11th Hour,"Nadia Conners, Leila Conners"
7353,Drama,"Senator International, Kulture Machine",Fireflies in the Garden,Dennis Lee
14711,Animation,Fuji TV,Afro Samurai: Resurrection,Fuminori Kizaki
5677,"Horror, Science Fiction, Crime","Empire Pictures, # Lexyn Productions, Lexyn Productions",Trancers,Charles Band
16804,Drama,"Tokyo Broadcasting System (TBS), Amuse Soft Entertainment, Mainichi Broadcasting System (MBS), Shochiku Company, Sedic, Dentsu, Shogakukan, Asahi Shimbun, TBS Radio & Communications",Departures,Yojiro Takita
25405,"Drama, History, War",Motion Picture Corporation of America,Taking Chance,Ross Katz
1961,"Comedy, Horror","Dark Horse Entertainment, Image Entertainment",My Name Is Bruce,Bruce Campbell
14204,"Comedy, Drama",,Ping Pong Playa,Jessica Yu
20829,"Comedy, Drama","Columbia Pictures, Universal Pictures, Happy Madison Productions, Relativity Media, Apatow Productions, Madison 23",Funny People,Judd Apatow
30508,"Comedy, Drama, Music",sabotage film GmbH,Berlin Calling,Hannes Stöhr
18884,"TV Movie, Drama","Alliance Atlantis Communications, Les Productions La Fête Inc., British American Entertainment, Canadian Television (CTV), Cypress Films (I)",Nuremberg,Yves Simoneau
26036,Drama,Twentieth Century Fox Film Corporation,Bigger Than Life,Nicholas Ray
15105,Comedy,"Eden Rock Media, Heavy Duty Entertainment, Waiting II",Still Waiting...,Jeff Balis
17314,"Action, Thriller, Crime, Drama",,Pistol Whipped,Roel Reiné
24351,"Action, Adventure, Thriller",,Flight of Fury,Michael Keusch
38087,"Comedy, Thriller, Mystery","Derrick Comedy Productions, Offhollywood Digital",Mystery Team,Dan Eckman
29363,"Action, Drama",,A World Without Thieves,Feng Xiaogang
17317,"Crime, Action, Thriller","Sony Pictures Home Entertainment, Hood to Hood Productions, XIT Financial Group",Urban Justice,Don E. FauntLeRoy
15670,"Comedy, Crime, Drama","Lions Gate Films, Tyler Perry Company, The",Madea Goes to Jail,Tyler Perry
19255,"Drama, Comedy, Romance","Neal Street Productions, Focus Features, Big Beach Films",Away We Go,Sam Mendes
14979,"Action, Thriller, Crime","Revelations Entertainment, Grosvenor Park Media Ltd., Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG IV",Thick as Thieves,Mimi Leder
8832,Drama,Indigo Film,Il Divo,Paolo Sorrentino
8279,Drama,"France 2 Cinéma, Canal+, Studio Canal, TPS Star, Ce Qui Me Meut Motion Pictures, StudioCanal Image, Uni Etoile 4",Paris,Cédric Klapisch
13207,Horror,New Line Cinema,Friday the 13th,Marcus Nispel
15067,"Action, Adventure, Comedy, Western","Cineclick Asia, CJ Entertainment, Grimm Pictures, Barunson","The Good, The Bad, The Weird",Kim Jee-woon
14853,"Action, Horror, Science Fiction",Pope Productions,Screamers: The Hunting,Sheldon Wilson
15159,"Comedy, Mystery","Columbia Pictures, Robert Simonds Productions, Metro-Goldwyn-Mayer (MGM)",The Pink Panther 2,Harald Zwart
17158,"Horror, Mystery, Thriller","Brightlight Pictures Inc., TVA Films",They Wait,Ernie Barbarash
10049,"Action, Thriller",,Attack Force,Michael Keusch
9914,"Action, Adventure, Thriller","Castel Film Romania, Clubdeal, Steamroller Productions, Sony Pictures Home Entertainment",Shadow Man,Michael Keusch
20421,"Comedy, Family, Animation, Fantasy, Music","Goldcrest Films International, Sullivan Bluth Studios, The Samuel Goldwyn Company",Rock-A-Doodle,"Gary Goldman, Don Bluth"
14301,"Adventure, Action, Comedy, Science Fiction, Music",,Dr. Horrible's Sing-Along Blog,Joss Whedon
13849,"Horror, Comedy, Crime, Thriller","Isle of Man Film, UK Film Council, Screen Yorkshire, Steel Mill Pictures",The Cottage,Paul Andrew Williams
26127,"Action, Thriller","Stone Group Pictures, Epico Productions, Horned Toad Productions",Joshua Tree,Vic Armstrong
13613,"Horror, Action, Thriller","Taurus Entertainment Company, Millennium Films, Emmett/Furla Films, Nu Image Entertainment GmbH, D.O.D. Productions",Day of the Dead,Steve Miner
16538,Comedy,"The Montecito Picture Company, De Line Pictures, Bernard Gayle Productions","I Love You, Man",John Hamburg
19998,"Romance, Drama, Thriller, Crime",RKO Radio Pictures,The Big Steal,Don Siegel
34474,Drama,Paramount Pictures,Blonde Venus,Josef von Sternberg
13094,"Comedy, Horror",Compound B,Dance of the Dead,Gregg Bishop
18781,"Thriller, Horror","Lionsgate, Gold Circle Films, Integrated Films",The Haunting in Connecticut,Peter Cornwell
16558,"Romance, Comedy, Crime","Universal Pictures, Laura Bickford Productions, Relativity Media, Medienproduktion Poseidon Filmgesellschaft",Duplicity,Tony Gilroy
13811,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller","Summit Entertainment, Mystery Clock Cinema, Escape Artists, Goldcrest Pictures, Kaplan/Perrone Entertainment, Wintergreen Productions",Knowing,Alex Proyas
16353,"Adventure, Action, Thriller",Iyara Films,Ong Bak 2,"Tony Jaa, Panna Rittikrai"
15472,"Drama, Thriller, Crime, Mystery","Det Danske Filminstitut, Nordisk Film, Sveriges Television (SVT), Zweites Deutsches Fernsehen (ZDF), Nordisk Film & TV Fond, Yellow Bird Films, Film i Väst, Svenska Filminstitutet (SFI), Filmpool Stockholm Mälardalen, Spiltan Underhållning",The Girl with the Dragon Tattoo,Niels Arden Oplev
13090,"Comedy, Drama","Back Lot Pictures, Overture Films, Big Beach Films",Sunshine Cleaning,Christine Jeffs
15854,"Animation, Comedy, Family",DreamWorks Animation,Kung Fu Panda: Secrets of the Furious Five,Raman Hui
17166,"Horror, Thriller",,Insanitarium,Jeff Buhler
16325,"Action, Crime, Mystery","Dark Castle Entertainment, Zinc Entertainment Inc., Mobicom Entertainment",Echelon Conspiracy,Greg Marcks
17097,Comedy,"NALA Films, Supino Pictures",After Sex,Eric Amadio
15512,"Animation, Family, Adventure, Science Fiction",DreamWorks Animation,Monsters vs Aliens,"Conrad Vernon, Rob Letterman"
21946,Thriller,Pathé Renn Productions,Counter Investigation,Franck Mancuso
20529,"Animation, Drama, Music, Romance",Nina Paley,Sita Sings the Blues,Nina Paley
6968,"Action, Crime, Drama, History, Thriller","Nouvelles Éditions de Films (NEF), Degeto Film, Constantin Film Produktion, Westdeutscher Rundfunk (WDR), Norddeutscher Rundfunk (NDR), Bayerischer Rundfunk (BR), Dune Films, G.T. Film Production",The Baader Meinhof Complex,Uli Edel
13161,Comedy,"Crystal Sky Pictures, Silver Nitrate, From Out of Nowhere Productions, Chicago Entertainment Partners, Big Stan Productions",Big Stan,Rob Schneider
13808,"Drama, Comedy, Romance",,Strictly Sexual,Joel Viertel
14637,"Drama, Thriller","Battleplan Productions, Yari Film Group",Nothing But the Truth,Rod Lurie
15912,"Crime, Drama, Thriller","New South Wales Film & Television Office, Australian Film Finance Corporation (AFFC), Blue-Tongue Films, Igloo Films, Film Depot Pty. Ltd.",The Square,Nash Edgerton
18094,"Documentary, Music",Zootrope Films,Anvil! The Story of Anvil,Sacha Gervasi
16991,"Comedy, Crime, Drama","Legendary Pictures, De Line Pictures",Observe and Report,Jody Hill
16614,Comedy,"Miramax Films, Sidney Kimmel Entertainment, This Is That Productions",Adventureland,Greg Mottola
18558,"Comedy, Drama, Romance","Tin Pan Films, The Mob Film Company",Scenes of a Sexual Nature,Ed Blum
16071,"Drama, Romance",The 7th Floor,The Cake Eaters,Mary Stuart Masterson
20048,"Comedy, Romance","Jerry Bruckheimer Films, Touchstone Pictures",Confessions of a Shopaholic,P.J. Hogan
8747,Drama,Black Balloon Productions,The Black Balloon,Elissa Down
16258,"Science Fiction, Thriller, Drama, Crime","FilmEngine, After Dark Films, BenderSpink",The Butterfly Effect 3: Revelations,Seth Grossman
15451,"Crime, Drama, Romance","Prisma Film, Spielmannfilm",Revanche,Götz Spielmann
22705,"Comedy, Drama, Romance",Lion Pictures,Cheeky,Tinto Brass
16005,"Comedy, Drama, History",,The Lucky Ones,Neil Burger
9841,"Horror, Thriller","Warner Home Video, Flame Ventures, Raw Feed, Papazian-Hirsch Entertainment International",Rest Stop,John Shiban
13557,"Horror, Thriller",Code Entertainment,The Gravedancers,Mike Mendez
13804,"Action, Crime, Drama, Thriller","Universal Pictures, Original Film, One Race Productions, Dentsu Inc., Relativity Media",Fast & Furious,Justin Lin
35022,Drama,"Toho Film (Eiga) Co. Ltd., Toho Company",Sanshiro Sugata,Akira Kurosawa
16867,"Crime, Drama","Shoot Productions, Sobini Films, Station3, Fastback Pictures, La Nuit Americaine",Gardens of the Night,Damian Harris
19833,Comedy,"BBC Films, Aramid Entertainment Fund",In the Loop,Armando Iannucci
15801,"Action, Crime, Drama",Yari Film Group,What Doesn't Kill You,Brian Goodman
27644,"Action, Western","Columbia Pictures, Ranown Pictures Corp.",Ride Lonesome,Budd Boetticher
18947,"Drama, Comedy","Universal Pictures, Studio Canal, Working Title Films, Medienproduktion Prometheus Filmgesellschaft, Portobello Studios, Tightrope Pictures",The Boat That Rocked,Richard Curtis
16996,Comedy,"New Line Cinema, Offspring Entertainment",17 Again,Burr Steers
8833,"Action, Comedy",Trans-Cinema TV,Double Trouble,Enzo Barboni
16869,"Drama, Action, Thriller, War","Universal Pictures, A Band Apart, The Weinstein Company, Zehnte Babelsberg, Visiona Romantica",Inglourious Basterds,Quentin Tarantino
16995,Action,"Universal Pictures, StudioCanal, Andell Entertainment, Relativity Media, Working Title Films",State of Play,Kevin Macdonald
44967,Drama,"Proletkult, Goskino",Strike,Sergei M. Eisenstein
21641,Drama,"BBC Films, Columbia Pictures Corporation, Screen Yorkshire, Left Bank Pictures, Screen Yorkshire Production Fund",The Damned United,Tom Hooper
15092,"Action, Thriller, Crime","Lakeshore Entertainment, Lionsgate, Radical Media",Crank: High Voltage,"Brian Taylor, Mark Neveldine"
17431,"Science Fiction, Drama","Liberty Films UK, Lunar Industries, Xingu Films, Limelight Fund",Moon,Duncan Jones
33974,"Drama, Romance","Zentropa Entertainments, Memfis Film, TV2 Danmark, Sveriges Television (SVT), Film i Väst, Pain Unlimited GmbH Filmproduktion",Mammoth,Lukas Moodysson
18320,Drama,GK Films,The Young Victoria,Jean-Marc Vallée
17436,Drama,Senator Entertainment Co,The Informers,Gregor Jordan
2080,"Adventure, Action, Thriller, Science Fiction","Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Seed Productions, Bad Hat Harry Productions, Big Screen Productions, Marvel Enterprises",X-Men Origins: Wolverine,Gavin Hood
17680,"Comedy, Drama","2929 Productions, Magnolia Pictures, Extension 765",The Girlfriend Experience,Steven Soderbergh
21191,"Drama, Action, Thriller, Crime",Universal Studios,Sin Nombre,Cary Fukunaga
13475,"Science Fiction, Action, Adventure","Paramount Pictures, Spyglass Entertainment, Bad Robot, MavroCine Pictures GmbH & Co. KG",Star Trek,J.J. Abrams
22152,"Comedy, Drama","Cappa Productions, Bartlett Films, Cappa Defina Productions, El Dorado Pictures",Lymelife,Derick Martini
16279,"Comedy, Drama","Bristol Bay Productions, Playtone",The Great Buck Howard,Sean McGinly
6461,"Drama, Romance",Majestic Filmproduktion,Cherry Blossoms,Doris Dörrie
11160,"Action, Comedy, Crime, Drama",Merope,Flatfoot in Egypt,Steno
168643,"Action, Crime, Mystery","Prodigy Pictures, Cipango",XIII,Duane Clark
